		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-07-29	2022-08-05	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-09	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
volvo rebuilt transmission		2	2	2	2	2	1	1	1	1	1	1	1	1	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	3	3	5
volvo transmission repair melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
volvo transmission service		3	3	2	2	2	1	1	2	3	1	1	1	1	2	1	1	1	2	2	2	2	2	2	3	2	2	2	2	2	3	3	2	3	4	5	5	6	3
vw transmission service		2	3	2	1	1	1	1	4	1	1	1	2	1	1	2	1	2	1	1	5	5	3	5	7	3	4	6	3	1	1	1	1	1	1	1	1	1	1
vw transmission specialist melbourne		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
zf transmission		6	6	5	5	5	6	5	5	7	7	4	6	6	7	8	8	7	9	8	9	15	14	15	19	17	14	23	28	30	17	11	9	18	11	9	24	11	9
car repair blackburn		12	36	31	30	27	27	22	20	24	22	19	19	20	19	25	31	28	31	17	-	-	29	26	26	19	17	15	16	20	19	19	20	17	19	13	12	8	14
car repair burwood		13	15	15	18	17	18	17	19	15	14	14	12	9	9	10	14	16	15	16	14	21	16	13	9	9	15	16	14	17	13	10	15	11	12	16	15	19	26
car repair canterbury		14	13	9	10	10	9	9	7	7	8	7	7	7	6	7	11	9	9	10	13	-	18	6	10	6	-	5	4	5	8	8	5	6	3	2	2	6	19
car repair deepdene		5	5	6	7	7	7	5	6	7	7	7	6	5	5	6	5	4	4	4	5	5	5	2	3	5	3	2	2	2	2	4	5	3	3	6	4	3	4
car repair donvale		5	5	5	6	7	6	6	7	7	8	8	7	6	6	10	11	11	77	57	10	10	8	11	9	9	30	6	51	7	6	3	4	3	3	2	2	2	3
car repair forest hill		7	7	7	7	7	4	4	4	4	4	4	5	7	7	7	4	4	4	4	4	34	20	10	11	-	9	-	-	11	9	8	8	5	6	6	4	4	5
car repair nunawading		18	18	12	18	33	19	20	20	19	22	21	18	21	20	22	23	22	21	-	-	-	-	-	-	18	19	20	19	21	17	23	25	19	19	11	13	15	14
car service blackburn		19	27	24	23	18	21	18	18	27	18	17	18	21	14	23	-	-	-	-	15	22	20	15	19	16	18	13	13	13	14	14	13	13	12	10	25	10	10
car service burwood		32	38	15	38	39	37	38	34	37	33	34	46	41	35	38	19	16	29	35	41	46	25	-	32	34	17	16	22	21	9	11	20	46	15	12	16	35	27
car service canterbury		11	15	5	10	8	11	7	8	6	5	6	9	5	8	7	13	11	10	13	-	-	-	10	8	-	-	6	7	9	8	8	8	7	4	3	10	6	21
car service deepdene		5	6	7	6	35	5	4	4	8	5	5	5	4	4	5	4	4	33	4	4	4	4	4	5	5	4	5	4	4	5	5	5	5	4	5	5	5	4
car service donvale		5	5	3	7	6	7	5	5	6	6	6	6	5	4	8	7	8	8	8	6	7	6	5	6	5	66	4	4	4	42	4	4	4	4	3	2	2	4
car service forest hill		4	6	5	6	5	4	4	4	4	5	4	6	6	6	6	6	5	5	4	4	12	9	7	9	66	-	-	-	10	5	7	5	5	5	5	3	3	3
car service nunawading		20	18	18	17	24	21	17	17	18	19	18	18	17	18	20	25	25	25	-	-	-	-	-	-	22	19	21	25	23	21	24	24	24	20	14	12	10	8
mechanic blackburn		23	38	32	30	27	28	23	21	23	22	22	27	28	28	27	31	32	-	20	20	42	25	-	24	-	13	14	15	17	13	11	15	19	17	10	10	9	12
mechanic burwood		34	41	20	42	41	47	52	46	46	46	47	44	44	54	45	47	53	50	55	60	66	-	45	51	53	42	25	20	25	13	13	14	22	8	7	18	14	21
mechanic canterbury		21	20	9	14	14	10	14	17	9	10	9	9	9	14	86	16	11	15	14	-	-	27	-	12	3	-	3	1	2	3	3	1	1	1	1	2	2	20
mechanic deepdene		6	9	8	7	29	6	9	4	8	6	7	6	5	5	7	7	7	4	4	4	4	3	3	4	3	3	3	3	3	3	5	5	3	4	4	4	3	4
mechanic forest hill		4	6	4	5	4	4	5	5	4	4	4	11	10	9	8	8	4	4	4	4	21	11	9	8	-	-	90	-	10	8	8	8	6	4	5	3	4	6
mechanic nunawading		39	40	31	27	29	23	30	27	29	33	34	36	38	40	33	36	33	38	-	-	-	-	-	-	23	23	25	25	28	28	28	27	30	27	16	18	13	10
roadworthy certificate blackburn		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
roadworthy certificate burwood		-	-	-	-	-	-	82	-	-	-	-	-	-	-	73	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
cvt transmission		-	-	-	-	-	-	-	-	-	-	-	94	34	29	22	27	26	27	24	27	29	64	62	53	42	35	30	30	34	32	31	38	56	51	37	51	58	49
cvt transmission repair		-	-	-	-	-	-	-	-	-	-	-	4	4	1	2	2	2	8	1	1	1	1	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1
cvt transmission service		-	-	-	-	-	-	-	-	-	-	-	15	10	12	3	3	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	1	1	1	2	1	1
cvt transmission rebuild		-	-	-	-	-	-	-	-	-	-	-	4	3	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
nissan cvt transmission		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	11	13	13	8	11	18	16	11	22	18	19	12	15	16	21	13	20	20	20	23
nissan cvt transmission replacement cost		-	-	-	-	-	-	-	-	-	-	-	35	20	17	10	6	7	5	3	3	2	3	4	4	4	3	2	2	2	3	3	3	5	4	2	6	5	10
subaru cvt		-	-	-	-	-	-	-	-	-	-	-	14	12	13	16	17	14	13	13	16	16	17	19	23	18	27	24	30	23	26	19	23	16	12	20	15	19	19
subaru cvt transmission		-	-	-	-	-	-	-	-	-	-	-	19	11	15	13	14	13	10	13	12	13	13	18	19	19	17	15	17	17	17	14	21	13	21	20	47	59	48
mitsubishi cvt		-	-	-	-	-	-	-	-	-	-	-	7	8	7	7	4	2	2	2	2	2	2	2	3	2	3	3	3	4	3	4	5	3	5	5	19	8	9
mitsubishi cvt transmission		-	-	-	-	-	-	-	-	-	-	-	9	8	8	6	2	2	2	2	2	2	2	2	2	2	3	3	3	2	3	3	2	2	3	2	5	5	5
