		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-05	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-17	2023-07-31	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-15	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
hot water service taylors lakes		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	1	1	2	2	1	2	3	3	3	3
hot water service thomastown		2	2	2	2	2	3	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	1	2	2	2	2	2	2	1	1	2	1	3	2	3	4	2	4
hot water service thornbury		2	3	2	3	4	3	3	2	2	1	2	2	2	2	3	2	2	2	2	2	5	6	4	4	5	5	5	3	5	3	3	1	6	1	3	3	2	2
hot water service viewbank		2	2	2	2	3	2	2	2	2	4	3	3	3	3	2	2	1	3	3	3	2	2	1	1	4	4	4	4	4	4	4	4	4	3	2	2	2	2
hot water service watsonia		3	3	2	2	2	2	1	2	3	3	3	3	3	3	4	4	4	4	2	2	1	1	1	1	3	3	3	1	1	1	1	1	2	1	1	1	1	1
hot water service werribee		1	1	1	1	1	1	1	1	1	2	2	2	2	2	4	4	3	3	4	4	1	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3
hot water service yallambie		1	1	1	1	1	1	1	1	2	1	4	2	3	2	2	1	3	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	26
hot water service yarraville		2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	1	2	2	1	1	2	2	2	1	2	2	2	1
hot water installation bundoora		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2
hot water installation camberwell		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	4	4	4	3	2	3	3	2	2	2	2
hot water installation clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	10	11	1	3	10	9	1	1	10	9	15
hot water installation doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	7	6	5	4	4	5	3	4	2	1	4
hot water installation glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	13	21	15	24	21	4	2	3	1	2	2	2	2	2	2	4
hot water installation greensborough		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	3	2	2	2	2	2	2	2	2	3	3	3	3	2	2	2
hot water installation heidelberg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	2
hot water installation reservoir		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1
hot water installation springvale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	1	1	1	2	2	1	1	3	2	1	1
hot water installation templestowe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	84	-	77	-	6	5	6	5	6	5	5	1	1	4	2	4
hot water installation thomastown		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	2	1	1	1	1	1	1	3	3	1	2	1	1	1	3
hot water service camberwell		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	76	-	-	-	-	12	4	4	5	5	4	6	5	2	1	2	2
hot water service clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	9	27	1	5	7	4	6	11	11	4	12
hot water service doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	54	9	8	7	7	7	7	5	6	6	4	22
hot water service glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	29	10	13	10	16	15	9	4	3	3	5	4	3	4	4	4	4
hot water service springvale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	92	-	-	76	24	6	5	1	5	3	4	1	4	1	2	3
hot water service templestowe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	8	6	6	5	6	6	5	5	5	3	4
hot water unit replacement camberwell		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	1	2	2	2	2	2	2	2	2	2	2
hot water unit replacement clayton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	9	8	1	3	9	7	3	11	10	9	7
hot water unit replacement doncaster		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	32	6	5	4	4	30	6	4	4	3	2	3
hot water unit replacement glen waverley		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	13	17	15	25	12	4	2	2	1	2	2	2	1	2	2	4
hot water unit replacement springvale		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	1	4	4	3	3	1	3	3	2	2	2
hot water unit replacement templestowe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	58	60	53	-	3	3	3	4	3	4	4	3	3	4	3	2
