		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-08	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-14	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-05-23	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
medical tables		-	-	-	-	-	-	-	82	93	81	-	89	74	39	36	44	29	45	20	28	25	21	30	12	26	15	14	21	46	35	40	40	34	39	23	34	31	37
medical trolley		-	-	-	-	-	-	-	8	7	78	8	7	8	8	8	8	6	5	6	7	4	5	5	5	5	2	5	3	4	2	1	9	5	7	7	6	8	6
medical trolleys with drawers		-	-	-	-	-	-	-	8	5	8	8	9	8	5	3	2	2	2	3	3	3	3	3	5	3	3	4	3	3	2	1	2	1	1	1	1	3	5
medication carts		-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	4	2	2	2	2	2	2	2	2	3	4	2	2
medication trolley		-	-	-	-	-	-	-	3	4	5	5	5	5	4	4	4	4	4	6	5	6	7	8	9	7	6	5	5	6	6	6	8	5	10	2	6	3	6
miami j collar		-	-	-	-	-	-	-	2	2	2	2	2	2	-	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	2	1	2	2	1	2	2	2
mini exercise bikes		-	-	-	-	-	-	-	75	-	-	-	-	-	-	-	-	-	41	36	45	46	38	35	26	-	-	-	-	31	-	-	-	-	-	-	-	-	-
mini pedal exercisers		-	-	-	-	-	-	-	49	-	-	-	-	32	24	12	18	19	16	15	23	16	37	38	29	27	23	27	37	7	56	62	41	-	54	63	52	54	47
mirror boxes		-	-	-	-	-	-	-	35	23	20	20	22	20	9	13	9	-	8	8	9	8	10	7	10	11	12	13	12	12	15	12	14	9	10	-	10	11	12
mobile posture mirrors		-	-	-	-	-	-	-	24	47	2	2	45	8	5	1	1	2	2	2	2	2	3	5	4	3	4	4	3	6	6	4	6	5	2	1	1	2	1
mobile privacy screen		-	-	-	-	-	-	-	4	5	16	11	14	13	4	8	8	9	12	93	64	-	51	59	51	-	63	-	34	31	64	68	72	63	-	20	62	37	41
mobility aides		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	29	-	-	14	-	-	-	-	-	-	-
mobility hoist		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	59	-	-	-	84	-	-	-	28	-	-	-	-	-	-	-	45	-	-	-	-	-	-
monark rehab		-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1
monofilaments		-	-	-	-	-	-	-	15	28	18	93	19	14	9	5	4	4	3	5	7	5	8	4	10	7	5	7	6	6	7	8	18	11	12	6	9	13	5
motomed		-	-	-	-	-	-	-	15	16	16	15	13	13	9	7	-	7	7	7	7	7	7	6	8	6	7	5	7	8	7	6	4	7	7	7	7	10	7
multi station gym equipment		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
muscle stimulator		-	-	-	-	-	-	-	-	-	-	-	-	-	68	51	47	-	63	57	60	40	33	29	23	5	2	15	21	18	6	25	18	21	20	16	14	22	30
neurotrac rehab		-	-	-	-	-	-	-	6	7	6	6	6	6	6	6	6	5	4	3	4	4	3	3	4	3	3	5	5	3	6	5	5	6	7	7	9	4	3
neurotrac sports		-	-	-	-	-	-	-	4	3	3	4	3	4	4	4	4	3	3	2	3	3	3	2	5	2	2	2	2	2	1	2	2	1	1	2	3	1	1
neurotrac sports ems		-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
neurotrac sports xl		-	-	-	-	-	-	-	2	2	3	3	3	3	3	3	3	3	3	2	3	2	2	2	4	5	5	5	4	3	4	4	4	5	7	7	8	5	7
non contact thermometer		-	-	-	-	-	-	-	64	-	-	-	-	-	-	-	62	46	-	-	-	-	81	64	97	38	69	-	98	-	-	-	-	-	66	-	-	49	34
nursing home beds		-	-	-	-	-	-	-	5	18	19	18	25	55	7	5	21	16	13	7	8	7	7	5	6	6	3	4	4	4	4	4	4	4	3	4	5	6	6
nursing supplies		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
obusforme back support		-	-	-	-	-	-	-	12	12	9	8	10	14	12	10	10	14	19	17	18	14	17	11	14	13	16	33	38	36	44	47	42	45	46	23	26	30	23
ot equipment		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ot supplies		-	-	-	-	-	-	-	-	-	86	-	71	-	-	-	89	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
overbed tables		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	-	-	-	-	-	-	-	-	-	-	-	-	-	52	81	67	69	88	71	81	61
pain relief		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
parallel bars		-	-	-	-	-	-	-	36	32	-	35	27	31	29	48	47	57	59	12	11	6	6	5	5	4	4	7	4	3	4	3	3	3	4	5	5	4	3
parallel bars rehab		-	-	-	-	-	-	-	3	2	2	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	3	3	3	4	5	3	3	2	2	2	2	-	4
patient handling		94	-	-	56	46	51	51	47	77	93	94	84	94	88	41	42	49	64	57	-	-	31	30	33	32	37	48	27	28	32	27	24	25	31	27	29	29	31
patient hoist		-	-	-	-	-	-	-	31	22	25	28	27	34	49	57	17	45	-	7	9	16	58	63	59	43	33	34	46	45	26	30	27	-	53	37	46	-	68
patient stretcher		-	-	-	-	-	-	-	39	25	-	54	51	33	19	22	33	22	18	15	17	-	23	25	36	31	34	31	4	38	3	4	4	5	5	32	7	4	3
patient transfer aids		-	-	-	-	-	-	-	10	21	24	35	38	29	14	16	19	35	14	13	12	13	13	15	10	15	15	14	16	14	12	15	15	8	18	23	19	20	17
patient trolley		-	-	-	-	-	-	-	24	28	23	-	-	-	29	39	29	47	56	-	82	-	24	48	31	19	26	23	22	22	22	25	27	22	11	7	4	4	4
pedal exercise machines		-	-	-	-	-	-	-	1	-	-	61	75	73	18	6	8	17	6	8	7	7	7	8	5	4	5	4	4	2	4	2	2	1	1	1	1	2	1
pedal exercisers		-	-	-	-	-	-	-	9	-	-	-	-	52	10	7	8	31	8	7	8	12	8	3	2	4	3	2	2	2	1	1	1	1	2	1	1	1	1
pedal machines		-	-	-	-	-	-	-	11	-	-	44	-	70	10	4	4	20	7	9	7	8	16	11	14	8	6	7	5	3	1	4	4	1	2	1	1	1	2
pedometers		-	-	-	-	-	-	-	45	50	28	34	47	51	48	22	43	26	44	50	23	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pedometers for sale		-	-	-	-	-	-	-	-	-	-	19	19	14	4	7	5	6	7	6	6	4	32	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
phlebotomy chairs		-	-	-	-	-	-	-	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	22	1	1
physical therapy stairs		-	-	-	-	-	-	-	4	3	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
physio equipment for sale		-	-	-	-	-	-	-	11	11	12	11	11	10	6	9	7	9	10	7	9	7	7	-	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
physio supplies		4	7	7	4	4	4	5	5	5	4	7	6	6	6	6	3	3	3	6	4	3	8	9	13	9	6	7	7	3	5	5	3	3	2	1	1	1	3
physiotherapy equipment		-	-	-	-	-	-	-	3	3	3	4	5	5	4	4	2	1	1	2	1	1	4	4	5	4	5	5	5	5	4	4	7	4	4	1	3	2	3
physiotherapy supplies		-	-	-	-	-	-	-	4	4	4	4	4	4	4	4	1	1	1	2	1	1	3	3	5	5	7	6	6	6	3	6	3	1	1	1	1	1	3
pilates balls melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	2	5	4	66	6	6	5	5	6	4	3	2	2	4	3	2	2	2	2	-	2	2	4	4	4
pilates equipment for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	36	30	30	39	27	36	27	30	21	15	18	18	22	24	28	35	39	43	-	34	34	26	24	27	31
platform step		-	-	-	-	-	-	-	34	14	15	10	12	9	11	24	14	21	23	21	17	19	18	17	17	10	3	3	1	2	4	2	2	3	2	3	2	2	4
podiatry drill		-	-	-	-	-	-	-	5	3	31	5	4	6	6	6	5	8	9	10	6	5	6	4	12	6	8	6	8	8	8	8	9	16	15	20	11	15	9
portable ultrasound machines		-	-	-	-	-	-	-	-	72	40	57	63	39	48	15	32	37	27	34	39	46	23	25	26	29	28	33	33	29	36	34	24	21	25	25	33	31	31
practitioner supplies melbourne		-	-	-	-	-	-	-	39	32	22	29	25	23	18	22	21	42	26	-	-	42	20	-	-	-	-	-	-	-	-	-	-	-	-	-	18	16	17
pregnancy belly pillows		-	-	-	-	-	-	-	15	10	10	3	4	6	5	5	4	4	4	5	5	5	13	10	5	5	8	8	7	6	7	7	7	6	6	5	8	5	6
pregnancy cushions		11	5	7	9	9	11	16	49	43	42	44	49	50	36	27	35	27	70	32	37	40	37	70	36	37	40	14	17	24	19	16	20	23	17	36	35	13	13
pregnancy massage pillows		-	-	-	-	-	-	-	1	18	18	25	11	10	7	6	6	6	5	5	6	6	7	4	6	9	7	6	3	3	3	2	2	2	3	2	3	-	2
pregnancy pillows		30	29	34	47	49	71	60	-	-	-	-	-	-	88	-	-	-	-	99	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	13
pregnancy support		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pressure care		24	15	34	16	22	36	27	-	-	-	-	-	-	-	-	-	-	-	96	-	-	-	-	78	81	82	61	-	-	-	-	-	-	-	72	-	-	-
pressure care cushions		-	-	-	-	-	-	-	-	-	96	91	90	-	74	57	49	87	42	32	37	37	23	28	22	40	19	21	25	26	57	47	53	31	40	39	60	42	48
pressure cushions		-	-	-	-	-	-	-	66	55	66	74	82	84	86	67	56	72	55	25	27	26	33	16	34	37	12	13	11	13	16	76	11	9	24	27	23	18	26
pressure mattress		-	-	-	-	-	-	-	6	7	9	8	11	13	6	7	8	24	25	30	11	25	22	22	26	29	31	23	57	75	52	49	58	44	55	46	48	41	40
pressure relief cushions		29	29	33	31	51	42	31	-	66	-	-	-	-	42	28	14	38	17	12	12	9	12	9	10	9	7	7	9	9	9	8	8	7	8	8	8	-	9
princess chair		-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	3	3	4	3	3	3	2
privacy screens		-	-	-	-	-	-	-	-	-	94	88	94	-	74	71	67	-	-	72	-	-	80	-	-	66	65	62	-	74	75	55	70	43	-	83	-	71	81
privacy screens australia		-	-	-	-	-	-	-	-	81	66	97	-	95	61	49	42	54	56	37	77	97	68	75	79	52	49	56	-	67	94	37	87	65	73	64	74	76	-
privacy screens for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	7	9	9	9	7	7	10	18	11	13	14	14	16	18	23	22	19	14	20	25	19	18	16	27	29
protec braces		-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
provale cup		-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1
pulse oximeters		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
purple cushions		6	5	5	8	6	5	4	4	7	7	5	6	6	7	6	7	7	7	8	9	9	7	6	4	4	5	3	3	4	2	11	8	8	12	11	9	3	10
purple royal seat cushions		-	-	-	-	-	-	-	1	1	1	1	1	2	2	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1
recline exercise bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	84	-	60	-	-	90	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
recumbent exercise bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	48	54	44	35	38	40	39	71	90	-	90	91	89	-	90	-	-	81	79	80	96	96	-	59	73
rehab bikes		-	-	-	-	-	-	-	1	64	-	21	36	41	26	45	53	53	55	26	34	63	15	18	11	15	16	16	13	19	20	19	15	17	20	5	5	-	7
rehab equipment		-	-	-	-	-	-	-	3	4	9	6	3	4	3	4	4	4	5	2	6	6	6	6	3	6	6	4	2	2	2	3	1	3	5	3	5	1	2
rehab exercise bikes		5	6	6	4	5	5	6	6	-	-	-	89	41	44	53	62	97	33	93	30	42	86	-	23	40	-	17	31	19	16	22	72	29	27	45	40	52	49
rehab stairs		-	-	-	-	-	-	-	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7	1
rehab supplies		-	-	-	-	-	-	-	17	15	52	20	16	19	15	7	7	5	1	2	2	8	8	5	6	4	1	2	4	2	3	2	2	1	1	1	1	2	1
rehab treadmills		-	-	-	-	-	-	-	14	10	11	8	8	9	8	9	8	19	17	11	17	7	8	6	7	9	7	11	9	7	9	15	13	9	6	6	3	13	7
rehabilitation equipment		3	3	5	4	8	9	10	13	17	15	15	15	13	12	13	9	8	8	5	8	7	6	7	8	3	7	6	5	6	5	1	3	1	1	6	7	75	1
rehabilitation equipment suppliers		-	-	-	-	-	-	-	14	14	12	18	18	11	9	7	4	4	3	1	2	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rehabilitation products		-	-	-	-	-	-	-	17	23	44	50	36	55	53	37	34	53	36	9	11	10	6	7	2	1	1	1	1	1	1	1	1	1	1	12	25	20	20
rehabilitation staircase		-	-	-	-	-	-	-	4	2	1	3	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
rehabilitation treadmills		-	-	-	-	-	-	-	27	10	55	9	10	9	8	9	8	19	15	8	11	15	9	7	10	6	7	9	10	10	13	21	11	11	8	7	5	21	7
resistance bands		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
resistance tubes		-	-	-	-	-	-	-	-	-	-	-	-	-	-	94	-	-	-	97	-	-	-	-	-	-	-	-	-	-	-	-	77	-	67	-	-	-	-
restorative therapies		-	-	-	-	-	-	-	8	7	8	12	11	13	7	5	3	6	6	5	5	3	4	3	5	3	4	3	4	4	3	3	3	4	4	3	6	6	5
resus trolley		-	-	-	-	-	-	-	3	3	2	2	2	2	3	2	2	2	2	2	2	2	3	2	3	3	3	3	3	2	2	2	2	2	3	3	3	3	3
resuscitation trolley		-	-	-	-	-	-	-	4	3	3	2	3	3	2	2	3	2	2	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	4	5	3	5
rody horse		-	-	-	-	-	-	-	10	3	4	4	7	5	4	4	4	4	4	4	4	4	4	-	5	3	3	2	2	2	3	2	3	2	4	8	2	2	3
rollators		80	85	-	74	-	-	-	-	-	-	-	-	-	90	90	81	53	48	53	82	82	48	35	37	30	35	34	36	35	39	57	58	38	47	43	64	43	47
roller for stretching		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	40	36	39	39	37	24	20	18	17	11	8	7	8	7	27	27	19	18	27	-	-	29
rowing machines for sale		-	-	-	-	-	-	-	-	-	-	-	-	-	72	62	-	53	49	40	36	38	30	25	-	28	25	-	-	-	30	33	23	27	31	-	-	-	53
rt300		-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	4	2	2	2	2	2	2	2	5	2	2	3	3	-	2
seated exercise bikes		-	-	-	-	-	-	-	-	-	-	-	-	-	17	12	12	29	10	9	8	7	10	8	8	8	7	11	15	13	8	14	12	15	22	16	11	12	14
shoulder braces		34	26	27	32	31	29	22	21	18	30	37	42	50	25	36	39	69	15	22	24	37	17	16	21	20	21	15	18	18	15	16	27	22	-	20	23	41	-
shower chairs		-	-	-	-	-	-	-	-	-	97	-	-	-	95	75	64	88	58	53	57	64	60	54	56	52	54	93	80	77	91	82	85	79	86	93	83	64	43
small exercise equipment		-	-	-	-	-	-	-	40	50	55	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
small pilates balls		-	-	-	-	-	-	-	-	-	-	-	-	-	15	14	12	76	18	24	23	22	19	15	16	19	8	24	7	25	20	11	21	-	35	22	26	-	22
stainless steel cannulation trolley		-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
stainless steel equipment trolleys		-	-	-	-	-	-	-	3	4	7	8	8	9	9	4	5	6	8	4	4	4	3	3	5	5	3	5	6	4	5	4	6	4	4	3	5	-	6
stainless steel flat trolleys		-	-	-	-	-	-	-	48	-	22	35	18	16	39	14	33	31	8	12	8	7	16	19	18	18	30	24	36	36	33	17	32	27	40	17	13	25	46
stainless steel instrument trolleys		1	1	2	1	1	1	2	1	7	9	9	8	8	88	4	6	10	3	4	3	5	3	3	3	2	2	1	1	1	2	1	2	1	1	3	4	11	11
stainless steel iv poles		-	-	-	-	-	-	-	2	29	2	2	32	29	3	1	1	1	1	1	1	3	5	6	22	9	13	16	15	13	3	3	4	2	4	5	4	2	4
stainless steel linen skips		-	-	-	-	-	-	-	4	3	4	4	4	3	3	2	4	9	11	9	13	12	7	10	10	11	15	17	13	9	6	6	6	15	17	17	18	21	20
stainless steel medical carts		1	3	3	2	2	2	1	2	2	4	4	2	4	3	2	4	2	2	2	2	7	2	2	3	2	1	2	2	2	1	2	1	1	1	1	1	1	2
stainless steel medical trolleys		5	6	5	5	5	6	6	6	7	13	11	16	16	9	5	3	3	2	3	3	3	3	3	3	2	1	2	1	2	1	2	1	1	1	1	3	2	2
stainless steel plaster trolleys		-	-	-	-	-	-	-	8	6	6	7	2	3	3	8	8	3	1	1	2	1	2	3	3	3	2	1	1	2	1	1	1	1	1	2	1	2	2
stainless steel resuscitation trolley		-	-	-	-	-	-	-	1	2	10	4	3	3	4	5	3	10	3	3	3	3	3	3	5	4	3	5	5	3	4	3	15	4	4	6	5	4	4
stainless steel trolley with drawers		-	-	-	-	-	-	-	7	4	2	3	2	2	2	2	1	1	1	1	1	1	1	1	3	2	2	3	5	2	3	7	5	7	7	6	7	9	1
stainless steel trolleys		-	-	-	-	-	-	-	10	10	12	12	13	13	15	9	9	9	8	8	5	5	5	4	9	8	8	8	6	6	8	8	10	13	12	23	25	16	11
step up box		-	-	-	-	-	-	-	17	12	16	16	16	17	6	4	3	3	4	7	15	6	5	4	15	7	18	7	7	8	5	7	9	6	7	4	4	-	6
strength bands		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	16	25	24	41	43	29	29	42	30	33	87	80	89	-	-	-	41	56
stretch bands		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38
stretch board		-	-	-	-	-	-	-	4	4	5	4	4	4	5	6	6	-	5	5	3	4	2	2	2	7	6	5	3	3	1	1	1	2	1	2	1	2	3
stretching bands		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
stretching equipment		23	31	16	23	12	27	28	-	-	-	-	-	-	-	-	50	-	-	-	-	76	44	52	66	47	46	40	47	77	52	-	-	-	-	-	-	-	-
support brace		-	-	-	-	-	-	-	33	-	-	-	-	-	-	64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	38	33	-	-	-	-	-
surgical trolley		-	-	-	-	-	-	-	4	13	15	15	13	13	30	34	22	-	-	18	9	13	10	9	30	30	10	9	7	8	10	11	6	6	8	6	6	9	11
tattoo chairs		-	-	-	-	-	-	-	-	30	-	-	32	36	20	35	29	26	36	23	28	-	15	26	32	16	16	11	15	12	24	26	39	-	36	14	23	28	36
tens		-	-	-	-	-	-	-	-	-	-	-	-	-	71	40	90	-	29	-	-	43	75	89	95	69	-	-	-	72	58	-	-	63	-	-	56	77	55
tens machine for sale		-	-	-	-	-	-	-	65	66	-	84	73	81	19	16	14	-	-	28	34	27	14	14	12	9	8	11	15	16	8	9	9	7	26	11	20	11	22
tens machines		-	-	-	-	-	-	-	83	83	-	-	-	-	91	72	-	-	-	-	-	-	-	-	-	-	-	68	-	-	38	-	-	-	-	84	-	-	37
therabath australia		-	-	-	-	-	-	-	1	2	2	2	2	2	2	2	3	6	4	5	5	4	1	2	3	3	3	3	3	3	1	1	3	2	1	3	3	1	1
therapy table		-	-	-	-	-	-	-	6	7	8	8	9	8	6	4	2	14	8	3	8	9	9	7	5	6	2	2	2	4	5	22	24	2	3	3	8	6	3
tilt table		-	-	-	-	-	-	-	43	35	29	33	29	30	-	15	15	36	19	8	19	14	32	25	26	22	13	26	31	16	15	32	39	35	33	29	34	31	34
traction couches		-	-	-	-	-	-	-	2	2	3	3	3	3	1	1	3	3	2	3	2	2	4	4	3	3	4	3	6	5	5	4	4	5	5	3	4	-	4
treatment chairs		-	-	-	-	-	-	-	8	9	9	8	8	6	4	5	4	4	3	3	5	4	5	4	4	3	4	3	3	3	3	4	2	2	4	2	3	2	2
treatment couches		-	-	-	-	-	-	-	8	4	6	5	7	6	6	5	5	5	4	5	5	4	2	2	2	2	1	1	1	11	1	2	4	3	2	1	3	2	2
treatment plinth		-	-	-	-	-	-	-	12	8	10	13	11	10	11	8	9	9	8	9	8	5	4	3	3	4	4	5	6	3	2	3	5	1	2	4	3	7	5
treatment tables		81	51	51	-	-	74	-	33	34	-	-	68	43	39	24	23	24	25	18	21	16	14	21	19	24	16	37	36	30	10	11	35	6	25	23	26	6	10
triflow spirometer		-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
trolley with drawers		-	-	-	-	-	-	-	73	69	61	84	64	30	10	-	-	-	-	23	10	12	10	9	6	6	5	6	12	17	14	-	16	47	28	28	32	20	23
tube resistance bands		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ultrasound electrotherapy		-	-	-	-	-	-	-	30	21	32	27	9	29	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	4	4	4	4	-
ultrasound machine		-	-	-	-	-	-	-	59	55	51	44	92	46	34	13	15	85	34	29	32	28	26	18	21	21	11	11	7	11	6	14	-	12	7	4	8	8	4
ultrasound therapy machine		-	-	-	-	-	-	-	9	7	8	5	4	4	2	1	2	2	3	2	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	5	2
upper body ergometer		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	51	-	-	-	-	31	27	30	15	19	19	17	13	18	37	37	39	35	31	37	28
vinyl weights		-	-	-	-	-	-	-	17	63	18	-	-	89	10	11	10	8	7	7	6	7	10	9	12	11	10	11	10	9	7	7	10	4	4	6	3	3	4
walking rails		-	-	-	-	-	-	-	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2
warehouse trolleys		-	-	-	-	-	-	-	42	37	41	43	42	35	46	-	20	13	11	12	11	11	12	12	15	15	22	27	19	14	19	17	14	14	19	16	25	20	12
wheelchair cushions australia		-	-	-	-	-	-	-	-	-	-	-	-	-	-	87	-	86	83	79	-	75	81	87	-	90	74	67	81	78	60	-	-	-	-	-	-	88	-
wobble board		-	-	-	-	-	-	-	38	30	44	41	44	34	78	54	70	10	10	74	77	69	69	44	-	45	41	39	50	61	50	24	43	32	36	14	69	15	31
wrist and ankle weights		-	-	-	-	-	-	-	22	21	15	14	17	19	43	46	23	22	58	45	49	61	56	25	31	-	-	-	-	-	-	-	-	-	-	-	-	-	-
wrist braces		14	11	10	9	9	8	8	10	14	20	22	15	27	16	13	13	22	18	21	13	11	19	16	14	15	17	15	21	12	16	19	27	36	35	24	23	32	38
xcite		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
yoga mats online		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	18	-	13	13	-	-	-	-	-	-
bedside crash mat		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	10	8	7	8	9	10	8	8	8	14	13	12	6	6	3	4	3	4	7	8	7	6
