		2021-11-18	2021-12-12	2021-12-20	2022-01-20	2022-02-17	2022-03-02	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-13	2022-11-17	2022-12-15	2023-01-19	2023-02-16	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-12	2023-08-17	2023-09-06	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-14	2024-03-27	2024-04-19	2024-05-16	2024-06-13	2024-06-28	2024-07-18	2024-08-16	2024-09-20	2024-10-18	2024-11-14
hot water brighton		-	-	-	17	22	7	5	2	2	2	3	2	3	3	3	3	3	3	3	2	3	3	4	6	5	3	3	3	2	2	2	2	3	9	2	2	2	3	3	4	3
hot water canterbury		-	-	-	17	15	4	5	7	5	4	4	4	25	21	5	11	4	15	14	10	11	8	12	37	45	33	6	4	6	2	7	3	10	7	3	3	5	2	4	10	2
hot water carrum downs		-	-	-	16	12	11	11	9	6	3	3	2	4	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	4	4	4
hot water caulfield		-	-	-	12	13	10	9	7	6	5	6	6	8	9	7	6	8	3	3	3	3	3	3	3	4	3	4	4	1	2	1	2	3	3	2	2	2	1	1	1	2
hot water chadstone		-	-	-	12	7	6	3	2	1	2	1	4	2	4	4	4	4	4	4	4	4	3	3	2	2	2	2	2	2	3	3	3	2	6	7	6	6	5	3	9	10
hot water chelsea		-	-	-	16	6	7	6	5	3	3	4	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	3	4	2	2	2	2	2	2	2
hot water cheltenham		-	-	-	8	9	8	8	3	3	3	3	5	7	5	6	6	5	5	7	6	5	5	5	10	13	6	5	4	5	4	4	4	4	5	6	7	7	7	4	21	3
hot water croydon		-	-	-	11	9	6	6	4	2	3	3	2	2	2	4	3	4	3	4	4	3	3	3	2	3	4	3	3	3	2	3	4	3	5	4	5	5	4	3	4	2
hot water dandenong		-	-	-	15	23	17	15	4	5	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	3	2	2	2	2	2	2	2	3	3	2	2	4	2	2	2	2
hot water elsternwick		-	-	-	8	10	5	5	3	2	2	2	2	2	2	2	2	2	2	1	1	2	2	1	4	1	1	1	1	1	1	1	1	2	2	2	1	2	2	4	3	2
hot water elwood		-	-	-	15	11	6	5	4	2	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	3	3	3	3	3	3	3	3	3	4	3	2	2	2
hot water ferntree gully		-	-	-	22	31	11	10	8	6	5	5	5	4	4	3	2	3	3	3	3	3	3	3	3	4	2	2	2	2	2	2	2	2	1	1	1	1	1	2	4	3
hot water frankston		-	-	-	32	39	15	16	9	9	8	8	8	9	7	8	8	7	7	6	5	5	5	5	5	5	5	5	4	4	4	4	4	5	4	4	5	5	5	6	6	6
hot water glen iris		-	-	-	5	4	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	1	1	2	1	1	2	2	3	3	3	3	3	5	3	3	3	3	3	3	3	3
hot water hawthorn		-	-	-	8	8	5	5	4	4	4	4	3	4	4	3	3	4	4	4	3	1	2	2	3	3	1	1	1	1	1	1	1	1	3	2	2	2	2	2	3	1
hot water keysborough		-	-	-	11	9	6	6	4	2	3	3	5	5	4	2	2	2	2	2	2	2	2	2	2	3	2	3	3	3	3	3	3	3	3	2	2	2	2	2	3	3
hot water mitcham		-	-	-	11	7	4	4	5	3	3	3	3	5	4	4	4	4	4	4	5	5	5	4	3	3	4	3	3	4	4	4	4	4	4	4	5	5	4	4	5	5
hot water oakleigh		-	-	-	8	9	8	4	3	3	4	3	4	5	4	5	3	6	3	7	6	4	5	4	6	7	5	8	7	7	7	6	9	9	13	10	7	13	12	12	14	7
hot water prahran		-	-	-	8	9	5	5	3	3	2	2	2	2	2	2	2	2	2	3	3	2	3	2	2	4	2	2	2	3	3	2	4	4	4	4	4	4	2	2	3	2
hot water sandringham		-	-	-	5	4	2	2	2	2	2	3	4	8	8	5	6	6	4	8	4	3	4	4	4	5	4	4	3	3	4	3	4	3	4	4	3	3	3	3	4	4
hot water seaford		-	-	-	12	12	7	9	5	5	2	3	4	5	7	8	8	9	8	6	9	7	8	8	5	4	4	4	2	3	2	3	3	3	3	2	2	2	5	5	8	4
hot water south yarra		-	-	-	7	9	6	6	4	5	3	4	4	8	6	6	5	5	5	5	7	5	5	6	6	5	5	4	5	4	3	4	4	4	5	4	4	4	4	4	5	4
hot water st kilda		-	-	-	7	9	7	7	4	3	3	5	5	6	9	7	7	5	5	6	6	6	7	7	6	7	5	4	4	5	5	5	5	5	7	5	7	6	20	4	4	4
hot water toorak		-	-	-	10	6	3	3	3	2	2	2	2	5	2	2	2	3	3	3	2	2	1	1	1	2	2	1	1	1	2	2	1	1	5	4	3	3	3	3	4	3
hot water bentleigh		-	-	10	10	12	9	9	6	8	4	4	6	5	6	6	4	3	3	3	3	3	3	3	3	2	2	2	2	3	3	3	3	3	3	3	2	2	2	2	3	3
hot water blackburn		-	-	7	5	12	6	8	5	5	4	3	3	3	3	3	4	3	6	3	24	27	18	14	7	5	3	7	5	5	5	4	17	8	8	6	13	4	4	11	5	4
hot water boronia		-	-	7	8	10	6	8	7	6	6	6	8	6	5	3	3	3	3	3	4	3	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	3	2	1	3	3
hot water box hill		-	-	41	14	20	6	5	4	4	3	3	3	3	3	3	3	3	3	3	3	3	3	3	10	7	9	8	4	4	7	4	11	13	21	12	8	11	15	14	17	9
hot water burwood		-	-	72	13	9	10	9	6	5	4	4	4	5	6	7	4	4	3	4	4	6	5	3	3	4	4	4	4	4	3	3	3	2	4	4	1	3	1	1	3	3
hot water campbellfield		-	-	22	9	16	8	10	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	3
hot water doncaster		-	-	31	12	18	14	11	17	16	17	21	5	7	8	5	6	14	14	7	8	19	18	7	8	32	-	20	9	12	11	12	11	18	15	6	6	4	3	3	6	8
hot water epping		-	-	45	13	18	8	7	3	3	4	3	4	4	4	4	2	3	3	3	4	2	2	3	3	3	2	2	3	3	3	3	2	2	2	2	2	2	4	1	2	1
hot water greensborough		-	-	23	15	16	9	10	10	8	8	7	6	11	9	8	7	7	9	9	8	7	8	6	5	7	5	5	6	6	6	6	6	8	8	8	8	7	7	7	7	5
hot water heidelberg		-	-	8	9	9	7	7	3	3	5	5	5	7	5	5	5	5	5	5	6	6	6	6	7	10	10	10	10	14	11	9	11	11	13	5	5	5	8	5	7	5
hot water kew		-	-	42	11	15	7	6	4	4	3	3	3	5	5	6	5	5	4	8	3	2	2	2	3	7	1	1	3	4	3	3	5	3	6	2	3	2	4	3	4	4
hot water malvern		-	-	14	7	9	8	9	5	4	3	3	4	4	5	3	3	4	3	3	4	3	4	4	4	6	5	4	5	4	4	4	7	6	6	5	4	3	9	4	9	4
hot water mulgrave		-	-	36	10	12	8	8	3	3	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	2	2	1
hot water preston		-	-	34	22	28	11	9	7	6	5	2	3	5	5	4	4	3	3	5	14	4	8	30	7	6	5	5	4	4	2	3	3	5	6	3	8	8	9	4	43	2
hot water reservoir		-	-	-	-	-	38	41	63	42	55	26	20	26	24	35	32	69	36	55	56	52	52	52	51	57	39	52	88	80	92	-	-	-	-	-	-	-	-	-	-	26
hot water ringwood		-	-	49	19	23	8	10	8	7	7	5	5	6	5	5	4	4	4	4	4	3	4	3	3	4	2	3	2	4	4	6	8	8	11	7	7	7	3	4	28	8
hot water surrey hills		-	-	53	39	7	6	6	2	2	4	1	2	3	2	1	3	4	4	4	3	3	3	2	2	3	2	3	2	3	3	2	3	2	4	3	2	2	2	2	2	12
hot water templestowe		-	-	37	23	21	10	6	4	4	2	2	3	5	5	4	4	4	4	5	5	4	5	5	9	5	5	4	4	4	4	4	4	4	7	11	7	7	5	4	6	6
hot water thomastown		-	-	33	15	18	12	10	8	7	6	6	5	5	5	7	7	6	7	7	7	5	6	6	6	7	7	5	8	6	6	6	7	8	11	8	8	8	6	5	6	8
hot water vermont		-	-	10	10	12	10	11	9	11	6	8	9	10	9	7	8	6	7	7	7	7	7	7	7	8	11	6	9	9	7	6	6	10	7	8	8	7	8	6	6	6
hot water watsonia		-	-	12	6	6	4	3	3	5	3	4	4	8	6	3	3	5	5	4	4	4	3	3	1	5	2	2	1	2	3	2	3	4	6	4	5	8	7	6	7	3
hot water service bayswater		-	-	6	11	8	6	6	5	5	6	4	4	8	6	8	5	4	3	3	2	2	2	1	4	4	3	3	3	3	2	2	2	2	2	3	2	2	3	2	3	2
hot water service boronia		-	-	8	10	9	7	9	3	5	6	6	5	6	6	4	3	2	2	2	2	2	2	2	3	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2
hot water service clayton		-	-	5	3	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	5	6	5	12	12	8	9	8	9	9	10	9	9	1	7	5	6	4
hot water service glen waverley		-	-	11	10	8	7	6	4	5	2	3	2	5	2	4	2	3	2	3	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	3	3	3	2
hot water service lilydale		-	-	10	7	8	6	3	3	2	2	3	3	3	4	4	4	4	3	3	3	3	3	3	2	3	2	4	4	3	3	3	2	3	3	3	3	3	3	3	5	3
hot water service mount waverley		-	-	11	12	11	7	6	5	6	4	4	4	4	4	5	4	1	2	3	2	1	1	3	4	3	1	1	1	1	4	6	5	6	5	6	4	5	4	3	4	3
hot water service preston		-	-	25	24	30	9	9	6	5	5	2	3	3	3	3	3	3	4	4	36	4	26	39	7	7	4	5	5	2	3	4	3	5	4	4	4	4	2	2	7	2
hot water service reservoir		-	-	66	32	39	13	39	16	12	13	16	7	11	9	13	14	14	8	11	12	8	7	7	4	7	5	5	5	4	4	9	11	15	16	13	16	13	16	14	16	18
hot water service ringwood		-	-	40	19	23	10	9	6	5	5	3	3	5	3	3	3	4	4	4	3	3	3	3	4	4	4	4	4	4	4	6	4	5	7	5	5	5	4	3	6	6
hot water service rowville		-	-	8	7	7	6	6	2	2	3	3	9	8	7	9	8	3	3	3	3	3	1	3	2	3	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2	2
hot water service surrey hills		-	-	22	9	7	7	6	4	5	4	3	3	3	1	2	3	4	4	4	3	3	5	4	4	6	4	4	4	4	5	4	4	5	4	5	4	4	5	2	2	14
hot water service templestowe		-	-	32	14	28	6	5	3	3	2	3	3	3	3	3	3	3	3	5	5	3	3	4	5	6	4	4	3	3	3	3	3	3	4	7	3	3	4	3	5	4
hot water service thomastown		-	-	-	19	25	11	12	7	6	6	5	6	7	8	6	7	9	8	7	6	4	5	6	7	7	7	6	7	7	7	5	5	8	8	7	7	7	6	5	7	7
hot water service vermont		-	-	11	8	7	6	5	9	8	6	6	9	25	15	19	16	15	17	5	6	5	5	5	5	7	5	5	6	7	6	6	6	6	5	1	1	8	11	11	10	6
blocked drains albert park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	81	1	1	3	3	5	4	5	6	4	1	1	2	3	2	10	6
blocked drains ashburton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	2	2	2	1	1	2	3	1	2	2	1	1	1	4	2
blocked drains balaclava		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	92	2	2	4	3	3	3	3	3	3	3	3	3	2	2	3	2
blocked drains bayside		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	98	4	3	5	6	2	2	2	4	3	3	2	4	2	2	2	3
blocked drains beaconsfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	4	3	2	2	2	2	5	3	4	3	11	2	2	6
blocked drains belgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
blocked drains berwick		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	6	6	7	6	4	4	1	4	4	4	1	3	1	29	3
blocked drains braeside		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	75	2	1	3	1	1	1	2	1	1	1	1	1	1	1	7	2
blocked drains broadmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	91	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2
blocked drains bundoora		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	83	7	8	6	6	6	7	6	6	9	1	1	1	2	1	5	1
blocked drains carnegie		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	10	9	7	7	2	3	4	3	3	3	3	2	2	2	1
blocked drains clarinda		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	2	1	2	1	1	1	1	3	1	1	1	1	1	5	3
blocked drains clyde		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	3	2	3	4	3	2	4	6	2	1	1	6	6	6	6
blocked drains coburg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	95	9	6	3	3	3	4	4	4	4	4	4	5	4	3	4	2
blocked drains cranbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	4	4	3	2	3	3	4	3	2	3	2	2	3	3
blocked drains endeavour hills		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	65	21	27	4	4	4	3	3	3	3	3	2	2	3	2	3	3
blocked drains glen huntly		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	2	3	2	3	2	1	3	4	3	2	3	3	3	2	6	2
blocked drains moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	87	3	4	5	5	4	4	4	5	5	4	4	4	1	3	7	4
blocked drains mordialloc		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	92	4	1	4	3	3	2	2	1	4	1	1	1	3	2	2	2
blocked drains mornington peninsula		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	12	11	9	5	5	6	5	6	6	5	5	4	4	4	4
blocked drains pakenham		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	71	7	6	5	6	5	5	6	6	4	3	3	2	3	1	1	1
blocked drains port melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	80	1	4	1	1	4	4	5	6	5	3	3	3	3	2	3	3
blocked drains south melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	26	3	6	5	4	3	4	4	3	2	3	3	3	2	2	7	7
blocked drains westmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	4
blocked drains windsor		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	10	3	6	4	7	7	6	8	4	4	3	2	4	11	9
hot water albert park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2	4	6	7	6	6	6	7	2	5	5	6	5	5	6	3
hot water ashburton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	6	4	3	3	2	3	3	4	2	2	4	6	3	5	2
hot water balaclava		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	3	3	2	4	3	3	4	5	4	4	4	4	32	26	7
hot water bayside		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	9	12	11	8	8	8	8	10	12	9	9	6	6	7	10
hot water beaconsfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	6	6	7	18	7	6	5	6	22	3	3	4	6	2	5	5
hot water belgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	5	6	6	6	7	8	6	3	3	5	3	2	3	4
hot water berwick		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	10	9	9	10	9	7	6	6	6	6	5	5	5	2	5	5
hot water braeside		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	9	8	9	8	8	8	8	11	7	9	9	7	14	10	11
hot water broadmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3	7	6	7	8	7	7	7	5	6	5	6	4	5	10	3
hot water bundoora		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	7	8	9	6	4	3	3	4	3	4	3	3	2	4	1
hot water carnegie		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	9	12	9	8	6	6	7	7	5	5	5	8	4	5	2
hot water clarinda		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	4	5	6	5	6	5	6	3	4	1	1	1	3	1	8
hot water clyde		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	12	8	12	11	7	9	7	7	5	9	10	6	5	10	2
hot water coburg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	12	8	13	14	13	14	17	17	12	9	14	14	10	17	8
hot water cranbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9	10	11	12	9	9	9	8	8	7	8	4	4	4	6	4
hot water endeavour hills		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	5	2	4	5	5	6	5	5	3	3	3	3	4	4	5
hot water glen huntly		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	5	5	4	4	5	5	5	5	5	3	3	5	2	3	5	5
hot water moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	5	5	5	8	8	10	7	10	8	8	9	2	2	4	4
hot water mordialloc		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	8	7	7	7	8	8	8	8	21	18	5	5	4	3	5	4
hot water mornington peninsula		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	22	14	14	17	15	17	15	-	20	14	14	15	11	10	12	17
hot water pakenham		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	8	10	7	6	6	8	7	6	5	4	3	4	3	4	2
hot water port melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7	8	9	9	7	8	9	10	10	7	6	10	10	6	11	9
hot water south melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	63	4	3	3	2	4	4	5	3	4	2	2	2	3	2	2	5
hot water westmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	6	5	5	4	5	5	6	13	11	4	3	2	2	1	1
hot water windsor		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	5	7	7	8	6	6	7	5	5	4	5	3	4	7	5
plumber albert park		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	18	18	10	11	15	16	19	19	16	42	17	15	6	6	4
plumber ashburton		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	21	21	18	20	9	10	11	41	8	7	9	9	8	9	5
plumber balaclava		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	14	15	16	16	15	14	14	13	11	12	10	5	3	26	4
plumber bayside		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	22	21	23	23	20	22	12	13	12	12	14	14	8	30	16
plumber beaconsfield		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	18	20	23	23	19	20	-	16	15	18	19	13	13	13	7
plumber belgrave		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	15	15	16	5	5	13	13	11	10	8	8	9	3	3	5	7
plumber berwick		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	26	23	23	22	13	15	14	14	11	10	10	10	11	12	12
plumber braeside		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	9	13	12	13	11	11	9	9	7	7	13	14	11	15	15
plumber broadmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	12	10	8	8	7	7	7	7	5	5	3	1	2	2	1
plumber bundoora		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	24	20	17	16	17	11	12	14	13	12	12	11	9	13	11
plumber carnegie		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	23	24	11	10	12	17	12	9	9	10	10	12	7	12	12
plumber clarinda		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	11	10	11	10	9	9	5	5	3	2	2	3	2	2	5	4
plumber clyde		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	14	14	17	18	16	16	14	13	13	15	16	16	13	15	11	20
plumber coburg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	21	19	18	20	18	16	17	21	22	18	73	17	17	13	20	10
plumber cranbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	31	20	20	18	14	10	10	8	5	2	2	2	2	2	4	2
plumber endeavour hills		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	22	24	22	24	23	24	26	19	24	22	27	19	17	15	24
plumber glen huntly		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43	10	14	10	11	9	9	10	9	3	3	3	4	2	1	3	3
plumber moorabbin		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	20	18	16	15	14	14	15	12	11	11	10	10	10	15	13
plumber mordialloc		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	17	18	17	15	15	6	10	7	7	13	13	5	6	6	7	7
plumber mornington peninsula		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	23	24	24	30	30	24	-	-	22	14	-	17	10	6	13	14
plumber pakenham		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	36	21	21	19	20	11	18	17	13	13	14	15	11	11	10	10
plumber port melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	20	18	18	20	21	11	11	12	10	10	10	9	8	8	19	19
plumber south melbourne		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	16	15	17	16	20	19	23	23	28	24	30	31	31	21	37	35
plumber westmeadows		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13	12	13	16	16	11	14	14	8	8	8	10	8	6	6	5
plumber windsor		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	12	11	6	11	10	9	7	4	8	10	8	8	11	14	13	12
