		2021-11-18	2021-12-16	2022-01-20	2022-02-17	2022-03-18	2022-04-22	2022-05-18	2022-06-15	2022-07-15	2022-08-17	2022-09-16	2022-10-10	2022-11-17	2022-12-15	2023-01-03	2023-02-17	2023-03-16	2023-04-14	2023-05-17	2023-06-15	2023-07-20	2023-08-17	2023-09-15	2023-10-20	2023-11-17	2023-12-14	2024-01-19	2024-02-15	2024-03-15	2024-04-19	2024-05-16	2024-06-13	2024-07-10	2024-08-16	2024-09-20	2024-10-18	2024-11-14
physiotherapy ivanhoe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	62	11	-	11	10	9	8	9	11	13	13	12	13	11	10	11	12	12	12	13	10	15	10
physiotherapy macleod		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	4	4	4	4	3	3	5	5	4	5	4	5	3	4	3	2	2	4	5	3	5
physiotherapy rosanna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	55	8	3	3	3	3	3	3	6	7	8	9	8	8	6	8	8	9	10	10	10	5	10
physiotherapy viewbank		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
sports physio eaglemont		-	-	-	-	-	-	-	-	-	-	-	-	-	-	18	2	2	4	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
sports physio heidelberg		-	-	-	-	-	-	-	-	-	-	-	-	-	-	28	9	10	8	7	5	6	5	6	4	4	4	4	4	5	5	5	5	8	7	7	10	10
sports physio ivanhoe		-	-	-	-	-	-	-	-	-	-	-	-	-	-	50	13	49	8	7	7	5	5	5	7	6	7	7	7	6	6	7	8	8	8	6	5	6
sports physio macleod		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5	4	5	3	3	2	2	3	3	3	3	3	2	2	3	2	2	2	3	3	3	3
sports physio rosanna		-	-	-	-	-	-	-	-	-	-	-	-	-	-	35	6	2	2	2	2	2	2	2	3	4	4	4	4	4	5	4	4	4	4	4	4	5
sports physio viewbank		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
